date,name,close,pct,amount,turnover,pe,pb,code
2026-09-07,印制电路板,12530.21,7.62,98983973599.0,6.13,69.4,,BK1340
2026-09-07,元件,58793.58,6.72,123171329695.0,6.1,68.02,,BK0459
2026-09-07,种子,5322.57,6.35,8380980238.0,13.38,163.21,,BK1518
2026-09-07,其他种植业,1201.62,6.13,3662490058.0,6.65,-2662.95,,BK1516
2026-09-07,通信网络设备及器件,15090.88,5.44,121822847998.0,3.57,71.48,,BK1591
2026-09-07,种植业,3070.13,5.34,14099063386.0,8.47,125.51,,BK1261
2026-09-07,水产饲料,6496.95,4.74,1456054452.0,3.3,29.03,,BK1509
2026-09-07,通信线缆及配套,25153.47,4.6,29632599794.0,5.66,64.62,,BK1592
2026-09-07,百货,2191.12,4.58,6545662248.0,4.11,-49.75,,BK1551
2026-09-07,超市,1773.82,4.56,3803989458.0,4.98,-33.21,,BK1552
2026-09-07,被动元件,12690.29,4.42,24187356096.0,6.03,61.68,,BK1339
2026-09-07,半导体设备,48151.15,4.4,35384316535.0,2.36,108.67,,BK1326
2026-09-07,其他养殖,1043.75,4.36,730717058.0,3.4,-246.37,,BK1510
2026-09-07,激光设备,19414.19,4.16,16040231807.0,5.2,75.53,,BK1409
2026-09-07,海洋捕捞,1165.91,4.09,329951372.0,4.18,53.83,,BK1513
2026-09-07,电子化学品Ⅲ,3226.1,4.04,29316532054.0,4.43,103.58,,BK1332
2026-09-07,电子化学品Ⅱ,3226.1,4.04,29316532054.0,4.43,103.58,,BK1039
2026-09-07,其他自动化设备,7126.3,4.02,11417701521.0,2.9,104.71,,BK1410
2026-09-07,视频媒体,1068.37,4.0,4620367505.0,21.41,62.13,,BK1296
2026-09-07,粮油加工,1633.28,3.97,3373934146.0,9.82,46.15,,BK1504
2026-09-07,渔业,1069.81,3.85,1175593601.0,6.15,-22.07,,BK1260
2026-09-07,半导体材料,12631.24,3.83,23055179928.0,3.37,397.42,,BK1325
2026-09-07,光学元件,15861.82,3.78,16513113602.0,2.97,243.94,,BK1334
2026-09-07,水产养殖,716.39,3.67,845642229.0,6.54,-12.77,,BK1514
2026-09-07,通信设备,24326.12,3.64,168005448335.0,4.22,69.54,,BK0448
2026-09-07,磁性材料,5429.57,3.4,4664458868.0,1.87,53.93,,BK1618
2026-09-07,复合肥,3497.91,3.32,2524030448.0,5.74,17.52,,BK1433
2026-09-07,食用菌,1421.08,3.29,1034283047.0,7.79,15.75,,BK1517
2026-09-07,其他电源设备Ⅲ,9246.52,3.27,16471205538.0,2.9,100.15,,BK1322
2026-09-07,分立器件,15590.22,3.23,22486117133.0,2.64,-100.0,,BK1327
2026-09-07,集成电路封测,8343.13,3.22,18013703978.0,4.72,62.54,,BK1328
2026-09-07,文字媒体,2878.58,3.21,3939879565.0,13.99,-54.56,,BK1298
2026-09-07,非金属材料Ⅲ,2020.21,3.15,6167858799.0,3.09,-462.87,,BK1411
2026-09-07,非金属材料Ⅱ,2020.21,3.15,6167858799.0,3.09,-462.87,,BK1020
2026-09-07,大众出版,1757.63,3.12,4556594386.0,3.49,36.11,,BK1289
2026-09-07,多业态零售,1516.56,3.1,2804651302.0,3.28,30.17,,BK1553
2026-09-07,农林牧渔,15942.13,3.06,44295116520.0,5.59,-138.64,,BK0433
2026-09-07,其他农产品加工,2668.05,3.04,3938917153.0,4.66,61.35,,BK1505
2026-09-07,玻纤制造,15223.26,3.01,16997227985.0,4.89,57.85,,BK1462
2026-09-07,电子,13122.8,2.99,511638910619.0,2.91,67.06,,BK1201
2026-09-07,酒店,2483.14,2.98,1490105853.0,4.41,25.48,,BK1560
2026-09-07,农产品加工,2484.99,2.92,8093209657.0,5.23,50.78,,BK1256
2026-09-07,自动化设备,11059.63,2.91,46419846114.0,2.73,91.41,,BK1237
2026-09-07,一般零售,17778.32,2.89,15813466287.0,3.18,-19.15,,BK0482
2026-09-07,其他电源设备Ⅱ,3079.31,2.86,17885613847.0,1.65,62.87,,BK1034
2026-09-07,图片媒体,2987.3,2.85,821551653.0,6.97,88.24,,BK1297
2026-09-07,教育运营及其他,1101.66,2.85,741217848.0,6.39,-101.6,,BK1556
2026-09-07,其他电子Ⅲ,14997.23,2.82,17725213280.0,3.8,42.12,,BK1336
2026-09-07,其他电子Ⅱ,14997.23,2.82,17725213280.0,3.8,42.12,,BK1223
2026-09-07,林业Ⅲ,4985.72,2.8,4547414586.0,21.78,-57.14,,BK1502
2026-09-07,林业Ⅱ,4985.72,2.8,4547414586.0,21.78,-57.14,,BK1255
2026-09-07,自然景区,3115.71,2.78,2705005835.0,5.72,48.69,,BK1563
2026-09-07,预加工食品,6613.48,2.78,1227870862.0,2.77,23.79,,BK1581
2026-09-07,通信,7848.98,2.78,176441633725.0,1.53,32.3,,BK1215
2026-09-07,饲料,3666.32,2.72,5808326733.0,4.71,-38.34,,BK1258
2026-09-07,出版,1983.95,2.68,5820533021.0,2.37,20.31,,BK1218
2026-09-07,改性塑料,7134.68,2.58,4109146677.0,2.87,48.59,,BK1437
2026-09-07,肉制品,2815.91,2.56,2360160805.0,3.82,31.3,,BK1580
2026-09-07,半导体,2702.32,2.55,234924547968.0,3.04,79.73,,BK1036
2026-09-07,酒店餐饮,2395.54,2.53,2139782073.0,4.71,35.82,,BK1271
2026-09-07,旅游及景区,3201.51,2.51,6118202981.0,5.19,79.47,,BK1272
2026-09-07,钨,8134.73,2.47,5877355345.0,2.67,32.82,,BK1625
2026-09-07,粮食种植,1013.24,2.43,1021310042.0,2.77,298.22,,BK1515
2026-09-07,集成电路制造,3672.82,2.4,12546037423.0,1.71,136.18,,BK1329
2026-09-07,人工景区,3024.44,2.34,1855130659.0,5.87,113.83,,BK1562
2026-09-07,影视动漫制作,3777.89,2.33,7453333313.0,6.64,-49.13,,BK1299
2026-09-07,硅料硅片,1968.47,2.31,993287284.0,1.36,-7.56,,BK1319
2026-09-07,金属新材料,5734.4,2.29,10949006121.0,2.19,66.59,,BK1288
2026-09-07,仪器仪表,21856.23,2.28,16327965373.0,2.41,157.01,,BK0458
2026-09-07,影视院线,3642.07,2.25,8598279837.0,6.05,-52.36,,BK1222
2026-09-07,其他专用设备,5662.09,2.22,28070669222.0,3.35,78.25,,BK1405
2026-09-07,会展服务,1275.83,2.22,570426386.0,3.31,43.88,,BK1565
2026-09-07,光学光电子,2095.7,2.22,38659316134.0,2.13,138.9,,BK1038
2026-09-07,养殖业,4246.62,2.21,9206622699.0,3.94,-45.21,,BK1259
2026-09-07,旅游综合,1842.89,2.2,1558066486.0,4.18,243.57,,BK1561
2026-09-07,工控设备,5747.5,2.19,8862309901.0,1.98,50.79,,BK1407
2026-09-07,端到端供应链服务,1642.14,2.14,552802942.0,2.63,50.88,,BK1491
2026-09-07,生猪养殖,4419.2,2.13,7001442212.0,4.22,-33.44,,BK1512
2026-09-07,消费电子零部件及组装,13865.5,2.11,64536108336.0,2.16,36.31,,BK1338
2026-09-07,宠物食品,1586.06,2.11,609588587.0,3.02,34.02,,BK1507
2026-09-07,畜禽饲料,2121.18,2.09,3742683693.0,5.13,-9.32,,BK1508
2026-09-07,橡胶助剂,4109.09,2.07,761283060.0,1.81,55.48,,BK1443
2026-09-07,广告媒体,2330.56,2.06,993728349.0,1.29,25.74,,BK1292
2026-09-07,装修装饰Ⅲ,934.67,2.06,4876871823.0,4.39,-108.26,,BK1478
2026-09-07,装修装饰Ⅱ,934.67,2.06,4876871823.0,4.39,-108.26,,BK0725
2026-09-07,烘焙食品,744.61,2.03,637276199.0,1.57,32.76,,BK1582
2026-09-07,其他黑色家电,2838.45,2.01,680627963.0,1.48,64.24,,BK1454
2026-09-07,光伏辅材,2295.08,1.99,3527864878.0,1.57,-367.81,,BK1316
2026-09-07,院线,612.29,1.98,1144946524.0,3.2,-69.18,,BK1300
2026-09-07,家电零部件Ⅲ,5230.82,1.98,7668060910.0,3.19,40.23,,BK1455
2026-09-07,家电零部件Ⅱ,5230.82,1.98,7668060910.0,3.19,40.23,,BK1242
2026-09-07,生活用纸,1211.26,1.96,717594334.0,1.56,27.16,,BK1495
2026-09-07,通信终端及配件,4214.2,1.96,14942879699.0,5.07,67.95,,BK1593
2026-09-07,厨房小家电,2079.24,1.95,818367613.0,1.35,25.37,,BK1457
2026-09-07,教育出版,2210.75,1.94,1263938634.0,1.09,13.96,,BK1290
2026-09-07,乳品,2348.74,1.92,4047514678.0,1.81,24.41,,BK1585
2026-09-07,塑料,21705.96,1.92,19673193924.0,3.17,70.92,,BK0454
2026-09-07,饮料乳品,2355.81,1.88,5536296505.0,1.71,23.79,,BK1282
